신공학관 7층 중앙 엘리베이터,신공학관 7층 원흥관 방면 입/출구,6.71
신공학관 7층 원흥관 방면 입/출구,신공학관 7층 북쪽 계단,26.19
신공학관 7층 중앙 엘리베이터,신공학관 7층 갈림길 G,4.09
신공학관 7층 갈림길 G,신공학관 7층 화장실 갈림길 B,20.39
신공학관 7층 화장실 갈림길 B,신공학관 7층 화장실 갈림길 A,8.74
신공학관 7층 화장실 갈림길 B,신공학관 7층 남쪽 갈림길 D,11
신공학관 9층 남쪽 엘리베이터(남쪽 계단),신공학관 9층 남쪽 갈림길 A,3.27
신공학관 9층 남쪽 엘리베이터(남쪽 계단),신공학관 9층 남쪽 갈림길 B,8.21
신공학관 9층 남쪽 갈림길 A,신공학관 9층 남쪽 갈림길 C,18.88
신공학관 9층 남쪽 갈림길 B,신공학관 9층 남쪽 갈림길 D,18.88
신공학관 9층 남쪽 갈림길 C,신공학관 9층 남쪽 갈림길 D,8.16
신공학관 9층 남쪽 갈림길 C,신공학관 9층 갈림길 E,11.51
신공학관 9층 갈림길 E,신공학관 9층 화장실 갈림길 A,14.1
신공학관 9층 화장실 갈림길 A,신공학관 9층 중앙 계단,12
신공학관 9층 중앙 계단,신공학관 9층 중앙도서관 방면 입/출구,14.66
신공학관 9층 중앙도서관 방면 입/출구,신공학관 9층 중앙도서관 방면 입/출구 끝,3.58
신공학관 9층 중앙도서관 방면 입/출구,신공학관 9층 중앙 엘리베이터 (A),3
신공학관 9층 중앙 엘리베이터 (A),신공학관 9층 중앙 엘리베이터 (B),2.57
신공학관 9층 중앙도서관 방면 입/출구,신공학관 9층 갈림길 G,10.72
신공학관 9층 갈림길 G,신공학관 9층 화장실 갈림길 B,20.61
신공학관 9층 화장실 갈림길 B,신공학관 9층 화장실 갈림길 A,8.74
신공학관 9층 화장실 갈림길 B,신공학관 9층 남쪽 갈림길 D,11
원흥관 1층 남쪽 계단,원흥관 2층 엘리베이터(계단),9.75
원흥관 1층 중앙 계단,원흥관 2층 중앙계단,9.75
원흥관 1층 북쪽 계단,원흥관 2층 북쪽 계단,9.75
원흥관 2층 엘리베이터(계단),원흥관 3층 엘리베이터(계단),9.75
원흥관 2층 중앙계단,원흥관 3층 E동 중앙 계단,9.75
원흥관 2층 북쪽 계단,원흥관 3층 E동 북쪽 계단,9.75
